Supersection,Assessment.Area,Associated.Species,Site.Class,Board.Feet,Basal.Area.(Square.Feet.per.Acre),Common.Practice.-.Above.Ground.Carbon.Mean.(Metric.Tonnes.CO2-equivalent),Species.Diversity.Index,Fire.Risk.Rating,Rotation.Length,Value.of.Harvest
MW Broadleaf Forest Great Lakes Morainal & Sands,MW Broadleaf Forest Great Lakes Morainal & Sands Lowland Hardwoods,"Cottonwood, willow, elm, ash, black locust, river birch, sycamore, silver maple, American elm, sugarberry, hackberry, green ash, willow",Low,2771.89990234375,83.4800033569336,53.33643330966257,0.65,0.04,Long,Very Low
MW Broadleaf Forest Great Lakes Morainal & Sands,MW Broadleaf Forest Great Lakes Morainal & Sands Lowland Hardwoods,"Cottonwood, willow, elm, ash, black locust, river birch, sycamore, silver maple, American elm, sugarberry, hackberry, green ash, willow",High,2731.06005859375,69.9899978637695,50.37329706741556,0.65,0.04,Long,Very Low
MW Broadleaf Forest Great Lakes Morainal & Sands,MW Broadleaf Forest Great Lakes Morainal & Sands Maple-Beech-Birch,"Balsam fir, black cherry, black walnut, cherry, white ash, yellow poplar, hard maple, basswood, maple, beech, birch, Norway spruce, red maple, sugar maple, yellow birch, white spruce",All,3961.21997070313,79.7200012207031,62.92500252194802,0.7,0.04,Long,Medium
MW Broadleaf Forest Great Lakes Morainal & Sands,MW Broadleaf Forest Great Lakes Morainal & Sands Oak-Hickory,"Black locust, bur oak, chestnut oak, black oak, scarlet oak, easter red cedar, eastern white pine, northern red oak, oak, post oak, blackjack oak, red maple, white oak, hickory",High,6136.68017578125,103.709999084473,90.99155284838973,0.65,0.04,Long,Medium
MW Broadleaf Forest Great Lakes Morainal & Sands,MW Broadleaf Forest Great Lakes Morainal & Sands Oak-Hickory,"Black locust, bur oak, chestnut oak, black oak, scarlet oak, easter red cedar, eastern white pine, northern red oak, oak, post oak, blackjack oak, red maple, white oak, hickory",Low,5012.1298828125,94.379997253418,78.3732617393248,0.65,0.04,Long,Medium
MW Broadleaf Forest Great Lakes Morainal & Sands,MW Broadleaf Forest Great Lakes Morainal & Sands Pine Forests,"Eastern red cedar, eastern white pine, jack pine, pine, red pine, scotch pine",High,6694.83984375,107.209999084473,61.16044298771454,0.7,0.04,Long,Low
MW Broadleaf Forest Great Lakes Morainal & Sands,MW Broadleaf Forest Great Lakes Morainal & Sands Pine Forests,"Eastern red cedar, eastern white pine, jack pine, pine, red pine, scotch pine",Low,2081.82006835938,64.6100006103516,34.22587418936359,0.7,0.04,Long,Low
MW Broadleaf Forest Great Lakes Morainal & Sands,MW Broadleaf Forest Great Lakes Morainal & Sands Poplar/Birch,"Aspen, paper birch",All,1481.05004882813,56.7700004577637,36.15690579775299,0.85,0.04,Long,Very Low
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,MW Broadleaf Forest SC Great Lakes & Lake Whittlesey Conifer Forest,"Eastern red cedar, eastern white pine, jack pine, northern white cedar, red pine, scotch pine, white spruce",All,6035.97021484375,109.5,65.38873206711656,0.65,0.04,Long,Low
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,MW Broadleaf Forest SC Great Lakes & Lake Whittlesey Lowland Hardwoods,"Balsam poplar, black ash, American elm, red maple, cottonwood, willow, elm, ash, black locust, river birch, sycamore, sugarberry, hackberry, green ash, pecan",High,5581.91015625,100.319999694824,82.70143406322086,0.65,0.04,Long,Very Low
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,MW Broadleaf Forest SC Great Lakes & Lake Whittlesey Lowland Hardwoods,"Balsam poplar, black ash, American elm, red maple, cottonwood, willow, elm, ash, black locust, river birch, sycamore, sugarberry, hackberry, green ash, pecan",Low,3713.9599609375,80.1399993896484,57.46484549483112,0.65,0.04,Long,Very Low
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,MW Broadleaf Forest SC Great Lakes & Lake Whittlesey Maple-Birch-Beech,"Black cherry, cherry, white ash, yellow poplar, hard maple, basswood, maple, beech, birch, red maple, sassafras, persimmon, silver maple, American elm, sugar maple, yellow birch",Low,3912.85009765625,88.8300018310547,68.71809734711657,0.65,0.04,Long,Medium
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,MW Broadleaf Forest SC Great Lakes & Lake Whittlesey Maple-Birch-Beech,"Black cherry, cherry, white ash, yellow poplar, hard maple, basswood, maple, beech, birch, red maple, sassafras, persimmon, silver maple, American elm, sugar maple, yellow birch",High,7312.3701171875,110.730003356934,98.98202825033742,0.65,0.04,Long,Medium
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,MW Broadleaf Forest SC Great Lakes & Lake Whittlesey Oak-Hickory,"Black locust, black walnut, bur oak, chestnut oak, black oak, scarlet oak, eastern white pine, northern red oak, white ash, oak, hickory, pine, red maple, white oak, red oak",High,6970.4599609375,108.459999084473,99.61460943161025,0.65,0.04,Long,Medium
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,MW Broadleaf Forest SC Great Lakes & Lake Whittlesey Oak-Hickory,"Black locust, black walnut, bur oak, chestnut oak, black oak, scarlet oak, eastern white pine, northern red oak, white ash, oak, hickory, pine, red maple, white oak, red oak",Low,5458.3798828125,99.5,85.96421051355829,0.65,0.04,Long,Medium
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,MW Broadleaf Forest SC Great Lakes & Lake Whittlesey Poplar/Birch,"Aspen, birch, paper birch",All,2236.17993164063,73.7600021362305,47.143811856779145,0.8,0.04,Long,Very Low
Nevada Mountains,Nevada Mountains Pinyon/ Juniper Mixed Woodlands,"Aspen, cercocarpus (mountain brush) Douglas fir, Engelmann spruce, subalpine fir, fixtail pine, bristlecone pine, juniper, limber pine, pinyon, Rocky Mountain juniper, white fir",All,1121.31994628906,63.3400001525879,17.345993235805196,0.7,0.04,Long,Very Low
North Central Great Plains,North Central Great Plains Aspen,Aspen,All,1234.05004882813,81.0800018310547,38.88698748644171,0.9,0.04,Long,Very Low
North Central Great Plains,North Central Great Plains Oak Woodland,"Black cherry, bur oak, oak, hickory, red maple, white oak, red oak, hickory",All,1471.22998046875,80.3399963378906,48.941668980973844,0.6,0.04,Long,Medium
North Central Great Plains,North Central Great Plains Riparian Hardwood,"Balsam poplar, black ash, American elm, red maple, cottonwood, willow, elm, ash, black locust, sugarberry, hackberry, green ash",All,4181.56982421875,78.1699981689453,55.73357402516888,0.6,0.04,Long,Very Low
Northern Allegheny Plateau,Northern Allegheny Plateau Aspen-Birch,"Aspen, birch, paper birch",All,1677.03002929688,63.4199981689453,42.51599614966257,0.8,0.04,Long,Very Low
Northern Allegheny Plateau,Northern Allegheny Plateau Northern Conifer,"Black spruce, Douglas fir, eastern hemlock, introduced larch, northern white cedar, tamarack, Norway spruce, red pine, red spruce, scotch pine, white spruce",All,6976.27978515625,128.369995117188,89.32687020838974,0.7,0.04,Long,Low
Northern Allegheny Plateau,Northern Allegheny Plateau Northern Hardwood,"Black ash, American elm, red maple, black cherry, cherry, white ash, yellow poplar, cottonwood, elm, ash, black locust, hard maple, basswood, maple, beech, birch, red maple, river birch, sycamore, silver maple, American elm, sugar maple, beech, yellow birch, sugarberry, hackberry, green ash, pecan, willow",High,5555.60986328125,111.209999084473,98.98202825033742,0.65,0.04,Long,Medium
Northern Allegheny Plateau,Northern Allegheny Plateau Northern Hardwood,"Black ash, American elm, red maple, black cherry, cherry, white ash, yellow poplar, cottonwood, elm, ash, black locust, hard maple, basswood, maple, beech, birch, red maple, river birch, sycamore, silver maple, American elm, sugar maple, beech, yellow birch, sugarberry, hackberry, green ash, pecan, willow",Low,4864.669921875,99.6999969482422,86.66338052449369,0.65,0.04,Long,Medium
Northern Allegheny Plateau,Northern Allegheny Plateau Oak-Hickory,"Black locust, black walnut,  chestnut oak, black oak, scarlet oak, northern red oak, post oak, blackjack oak, oak, red maple, southern scrub oak, white oak, red oak, hickory, yellow poplar, northern red oak",High,5642.52978515625,111.449996948242,104.64195176644171,0.65,0.04,Long,Medium
Northern Allegheny Plateau,Northern Allegheny Plateau Oak-Hickory,"Black locust, black walnut,  chestnut oak, black oak, scarlet oak, northern red oak, post oak, blackjack oak, oak, red maple, southern scrub oak, white oak, red oak, hickory, yellow poplar, northern red oak",Low,4738.330078125,107.529998779297,96.91782533288342,0.65,0.04,Long,Medium
Northern Allegheny Plateau,Northern Allegheny Plateau Pine-Hardwood,"Eastern red cedar, eastern white pine, eastern hemlock, northern red oak, white ash, pine, pitch pine, sassafras, persimmon",All,6650.08984375,125.870002746582,87.06290080194802,0.65,0.04,Long,Low
Northern Atlantic Coastal Plain,Northern Atlantic Coastal Plain Mixed Hardwood,"Black cherry, black locust, black walnut, cherry, white ash, yellow poplar, maple, beech, birch, red maple, oak, sassafras, persimmon, sugar maple, yellow birch, sugarberry, hackberry, elm, green ash, sweetgum, sycamore, pecan, American elm, white oak, northern red oak",High,7751.1,108.38,90.7917911856,0.65,0.04,Long,Medium
Northern Atlantic Coastal Plain,Northern Atlantic Coastal Plain Mixed Hardwood,"Black cherry, black locust, black walnut, cherry, white ash, yellow poplar, maple, beech, birch, red maple, oak, sassafras, persimmon, sugar maple, yellow birch, sugarberry, hackberry, elm, green ash, sweetgum, sycamore, pecan, American elm, white oak, northern red oak",Low,6330.8,102.04,83.43389391679999,0.65,0.04,Long,Medium
Northern Atlantic Coastal Plain,Northern Atlantic Coastal Plain Oak-Hickory,"Eastern red cedar, loblolly pine, oak, pine, shortleaf pine, southern scrub oak, Virginia pine, southern red oak, white pine, red pine, jack pine",All,8621.42,113.72,116.4279038416,0.65,0.04,Short,Low
Northern Atlantic Coastal Plain,Northern Atlantic Coastal Plain Oak-Pine,"Eastern red cedar, loblolly pine, oak, pine, shortleaf pine, southern scrub oak, Virginia pine, southern red oak, white pine, red pine, jack pine",High,5864.98,95.18,74.8108378416,0.65,0.04,Short,Low
Northern Atlantic Coastal Plain,Northern Atlantic Coastal Plain Oak-Pine,"Eastern red cedar, loblolly pine, oak, pine, shortleaf pine, southern scrub oak, Virginia pine, southern red oak, white pine, red pine, jack pine",Low,4197.58,89.35,61.9927815136,0.65,0.04,Short,Low
Northern Atlantic Coastal Plain,Northern Atlantic Coastal Plain Riverine Hardwood,"Cottonwood, willow, elm, ash, red maple, river birch, sycamore, silver maple, American elm, sweetgum, nuttail oak, willow oak",All,5970.88,97.91,77.87385389919999,0.7,0.04,Long,Very Low
Northern Atlantic Coastal Plain,Northern Atlantic Coastal Plain Southern Pine,"Loblolly pine, longleaf pine, shortleaf pine, slash pine",Low,3386.38,92.85,54.2020667584,0.7,0.04,Short,Low
Northern Atlantic Coastal Plain,Northern Atlantic Coastal Plain Southern Pine,"Loblolly pine, longleaf pine, shortleaf pine, slash pine",High,7551.01,116.59,84.232941584,0.7,0.04,Short,Low
Northern Atlantic Coastal Plain,Northern Atlantic Coastal Plain Swamp Hardwood & Cypress,"Atlantic white cedar, bald cypress, pond cypress, water tupelo, black ash, American elm, red maple, oak, gum, overcup oak, water hickory, pond pine, swamp chestnut oak, cherrybark oak sweetbay, swamp tupelo",High,8268.3700000000008,121.17,101.4457600816,0.6,0.04,Long,Very Low
Northern Atlantic Coastal Plain,Northern Atlantic Coastal Plain Swamp Hardwood & Cypress,"Atlantic white cedar, bald cypress, pond cypress, water tupelo, black ash, American elm, red maple, oak, gum, overcup oak, water hickory, pond pine, swamp chestnut oak, cherrybark oak sweetbay, swamp tupelo",Low,5599.36,108.62,78.3732586912,0.6,0.04,Long,Very Low
Northern California Coast,Coast Redwood/Douglas-fir Mixed Conifer,"Bishop pine, California laurel,  Douglas fir, western hemlock, giant chinkapin, knobcone pine, Pacific madrone, red alder, redwood, Sitka spruce, tanoak, white fir",High,27742.259765625,200.649993896484,187.50985155355826,0.6,0.04,Long,High
Northern California Coast,Coast Redwood/Douglas-fir Mixed Conifer,"Bishop pine, California laurel,  Douglas fir, western hemlock, giant chinkapin, knobcone pine, Pacific madrone, red alder, redwood, Sitka spruce, tanoak, white fir",Low,16266.4599609375,176.190002441406,165.2696904671166,0.6,0.04,Long,High
Northern California Coast,Northern California Coast Mixed Oak Woodland,"Bigleaf maple, blue oak, California black oak, California live oak, cottonwood, willow, pinyon, juniper, western oak",All,3065.19995117188,96.4400024414063,107.57179676898737,0.65,0.04,Long,Very Low
Northern Great Plains,Northern Great Plains Hardwoods,"Black ash, American elm, red maple, cottonwood, elm, ash, black locust, maple, beech, birch",All,3660.43,58.92,31.862025729600003,0.6,0.04,Long,Low
Northern Great Plains,Northern Great Plains Ponderosa Pine,"Aspen, bur oak, juniper, oak, hickory, ponderosa pine, red maple, Rocky Mountain juniper, sugarberry, hackberry, elm, ash, green ash, white oak, red oak, hickory",All,1659.65,46.24,19.010675748799997,0.65,0.04,Long,Low
Northern Rocky Mountains,Northern Rockies Mixed Conifer,"Cottonwood, willow, Douglas fir, ponderosa pine, Rocky Mountain juniper, western larch",Low,2216.31005859375,50.6399993896484,24.837065115805196,0.65,0.04,Long,Low
Northern Rocky Mountains,Northern Rockies Mixed Conifer,"Cottonwood, willow, Douglas fir, ponderosa pine, Rocky Mountain juniper, western larch",High,6473.27001953125,77.6500015258789,51.93809963805197,0.65,0.04,Long,Low
Northern Rocky Mountains,Northern Rockies Spruce / Fir,"Aspen, Engelmann spruce, subalpine fir, grand fir, paper birch, western hemlock, western red cedar",All,3651.25,56.4099998474121,30.829923254831247,0.7,0.04,Long,Low
Northern Rocky Mountains,Northern Rockies Subalpine Mixed Conifer,"Lodgepole pine, mountain hemlock, subalpine fir, western white pine, whitebark pine",All,3397.31005859375,73.5,38.4208752041947,0.75,0.04,Long,Very Low
Northwest Cascades,Northwest Cascade High Elevation Conifer,"Engelmann spruce, lodgepole pine, mountain hemlock, noble fir, red fir, subalpine fir, white fir, whitebark pine",All,8804.0595703125,104.860000610352,71.94758573288343,0.65,0.04,Long,Very Low
Northwest Cascades,Northwest Cascade Mixed Conifer,"Bigleaf maple, cottonwood, willow, Douglas fir, grand fir, intermountain maple, pinyon, juniper, ponderosa pine, red alder, western hemlock, western red cedar",Low,12604.580078125,103.23999786377,91.85718858322086,0.7,0.04,Long,Low
Northwest Cascades,Northwest Cascade Mixed Conifer,"Bigleaf maple, cottonwood, willow, Douglas fir, grand fir, intermountain maple, pinyon, juniper, ponderosa pine, red alder, western hemlock, western red cedar",High,17265.869140625,121.440002441406,117.85953599220822,0.7,0.04,Long,Low
Northwestern Basin and Range,Northwest Basin and Range Mixed Conifer,"Aspen, California black oak, cercocarpus (mountain brush), juniper, pinyon, ponderosa pine, western juniper, whitebark pine",All,1202.65002441406,31.3600006103516,12.784762389438281,0.65,0.04,Long,Low
Okanogan Highland,Okanogan Douglas-fir Mixed Conifer,"Cottonwood, willow, Douglas fir, grand fir, red alder, western hemlock, western larch, western red cedar, western white pine",High,11526.01953125,99.370002746582,81.3363948064417,0.7,0.04,Long,Low
Okanogan Highland,Okanogan Douglas-fir Mixed Conifer,"Cottonwood, willow, Douglas fir, grand fir, red alder, western hemlock, western larch, western red cedar, western white pine",Low,7843.18017578125,75.3099975585938,62.891708107116564,0.7,0.04,Long,Low
Okanogan Highland,Okanogan Ponderosa,Ponderosa pine,All,7659.27978515625,62.5299987792969,47.44345524,0.9,0.04,Long,Low
Okanogan Highland,Okanogan Subalpine Mixed Conifer,"Aspen, birch, Engelmann spruce, subalpine fir, fir, spruce, mountain hemlock, intermountain maple, lodgepole pine, mountain hemlock, paper birch",All,6853.43994140625,83.1500015258789,63.0248857664417,0.65,0.04,Long,Very Low
Oregon and Washington Coast,Northwest Coast Range Forest,"Alaska yellow cedar, bigleaf maple, California laurel, cottonwood, willow, Douglas fir, fir, srpuce, mountain hemlock, giant chinkapin, grand fir, intermountain maple, lodgepole pine, mountain hemlock, noble fir, Oregon white oak, Pacific madrone, Pacific silver fir, pinyon, juniper, Port Orford cedar, red alder, redwood, Sitka spruce, subalpine fir, tanoak, western hemlock, western oak, western red cedar, western white pine, willow",High,21493.23046875,139.460006713867,141.4314355703374,0.6,0.04,Medium,Medium
Oregon and Washington Coast,Northwest Coast Range Forest,"Alaska yellow cedar, bigleaf maple, California laurel, cottonwood, willow, Douglas fir, fir, srpuce, mountain hemlock, giant chinkapin, grand fir, intermountain maple, lodgepole pine, mountain hemlock, noble fir, Oregon white oak, Pacific madrone, Pacific silver fir, pinyon, juniper, Port Orford cedar, red alder, redwood, Sitka spruce, subalpine fir, tanoak, western hemlock, western oak, western red cedar, western white pine, willow",Low,11813.9697265625,101.040000915527,89.36016462322085,0.6,0.04,Medium,Medium
Ouachita Mixed Forest,Ouachita Mixed Forest-Meadow Ouachita Mountains Loblolly-Shortleaf,"Loblolly pine, shortleaf pine",High,4853.35009765625,88.6999969482422,56.76567548389572,0.85,0.04,Short,Low
Ouachita Mixed Forest,Ouachita Mixed Forest-Meadow Ouachita Mountains Loblolly-Shortleaf,"Loblolly pine, shortleaf pine",Low,4409.259765625,87.3499984741211,52.80373219775299,0.85,0.04,Short,Low
Ouachita Mixed Forest,Ouachita Mixed Forest-Meadow Ouachita Mountains Lowland Hardwoods,"Bald cypress, water tupelo, cottonwood, oak, gum, cypress,  river birch, sycamore, sugarberry, hackberry, elm, green ash, swamp chestnut oak, cherrybark oak, sweetbay, swamp tupelo, red maple, sweetgum, nuttail oak, willow oak, pecan, American elm",All,6820.60986328125,103.480003356934,87.99512536644171,0.6,0.04,Long,Very Low
Ouachita Mixed Forest,Ouachita Mixed Forest-Meadow Ouachita Mountains Mixed Upland Hardwoods,"red maple, oak, saasafras, persimmon, sweetgum, yellow poplar",All,2408.15991210938,65.0800018310547,46.444645020973844,0.65,0.04,Long,Low
Ozark Broadleaf Forest-Meadow Boston Mountains,Ozark Broadleaf Forest-Meadow Boston Mountains Loblolly-Shortleaf,"Loblolly pine, shortleaf pine",All,6180.72998046875,115.330001831055,76.44222378067518,0.9,0.04,Short,Low
Ozark Broadleaf Forest-Meadow Boston Mountains,Ozark Broadleaf Forest-Meadow Boston Mountains Lowland Hardwoods,"Hard maple,  basswood, oak, gum, cypress, overcup oak, water hickory, river birch, sycamore, silver maple, American elm, sugarberry, hackberry, elm, green ash, sweetbay, swamp tupelo, red maple, sweetgum, nuttail oak, willow oak, pecan",All,3515.09008789063,81.3600006103516,62.1925444464417,0.65,0.04,Long,Low
Ozark Broadleaf Forest-Meadow Boston Mountains,Ozark Broadleaf Forest-Meadow Boston Mountains Lowland Hardwoods,"Hard maple,  basswood, oak, gum, cypress, overcup oak, water hickory, river birch, sycamore, silver maple, American elm, sugarberry, hackberry, elm, green ash, sweetbay, swamp tupelo, red maple, sweetgum, nuttail oak, willow oak, pecan",All,1834.4599609375,63.7299995422363,45.112900179026155,0.65,0.04,Long,Low
Ozark Broadleaf Forest-Meadow Boston Mountains,Ozark Broadleaf Forest-Meadow Boston Mountains Oak-Hickory,"Northern red oak, oak, hickory, white oak, red oak",Low,3186.47998046875,93.2900009155273,74.94401321483112,0.75,0.04,Long,Medium
Ozark Broadleaf Forest-Meadow Boston Mountains,Ozark Broadleaf Forest-Meadow Boston Mountains Oak-Hickory,"Northern red oak, oak, hickory, white oak, red oak",High,3553.75,84.9599990844727,73.61226837288343,0.75,0.04,Long,Medium
Ozark Broadleaf Forest-Meadow Boston Mountains,Ozark Broadleaf Forest-Meadow Boston Mountains Oak-Pine,"Eastern red cedar, loblolly pine, eastern red cedar, post oak, blackjack oak,  shortleaf pine, oak, southern scrub oak, Virginia pine",All,2228.65991210938,83.9000015258789,56.13310065288343,0.6,0.04,Short,Low
Prairie Parkland Central Till Plains & Grand Prairies,Prairie Parkland Central Till Plains & Grand Prairies Lowland Hardwoods,"Black ash,  American elm, red maple, cottonwood, willow, elm, ash, oak, gum, cypress, river birch, sycamore, willow",All,7382.02978515625,100.48999786377,78.3732617393248,0.65,0.04,Long,Very Low
Prairie Parkland Central Till Plains & Grand Prairies,Prairie Parkland Central Till Plains & Grand Prairies Maple-Beech-Birch,"Aspen, black cherry, hard maple, basswood, maple, beech, birch, silver maple, American elm, sugar maple, yellow birch, sugarberry, hackberry, elm, green ash, sycamore, pecan, American elm",High,5974.10986328125,104.360000610352,80.93686817872717,0.7,0.04,Long,Medium
Prairie Parkland Central Till Plains & Grand Prairies,Prairie Parkland Central Till Plains & Grand Prairies Maple-Beech-Birch,"Aspen, black cherry, hard maple, basswood, maple, beech, birch, silver maple, American elm, sugar maple, yellow birch, sugarberry, hackberry, elm, green ash, sycamore, pecan, American elm",Low,4601.580078125,91.8300018310547,70.04984853932481,0.7,0.04,Long,Medium
Prairie Parkland Central Till Plains & Grand Prairies,Prairie Parkland Central Till Plains & Grand Prairies Mixed Upland Hardwoods,"Black locust, black walnut, cherry, white ash, yellow poplar, elm, ash, red maple, sassafras, persimmon",Low,1350.28002929688,63.8499984741211,44.21397002936358,0.65,0.04,Long,Low
Prairie Parkland Central Till Plains & Grand Prairies,Prairie Parkland Central Till Plains & Grand Prairies Mixed Upland Hardwoods,"Black locust, black walnut, cherry, white ash, yellow poplar, elm, ash, red maple, sassafras, persimmon",High,2731.6298828125,79.1800003051758,61.260319881948014,0.65,0.04,Long,Low
Prairie Parkland Central Till Plains & Grand Prairies,Prairie Parkland Central Till Plains & Grand Prairies Oak-Hickory,"Chestnut oak, black oak, scarlet oak, northern red oak, oak, hickory, red maple, southern scrub oak, white oak, red oak",High,5733.56982421875,97.5699996948242,86.13068258771455,0.6,0.04,Long,Medium
Prairie Parkland Central Till Plains & Grand Prairies,Prairie Parkland Central Till Plains & Grand Prairies Oak-Hickory,"Chestnut oak, black oak, scarlet oak, northern red oak, oak, hickory, red maple, southern scrub oak, white oak, red oak",Low,4926.0498046875,90.2600021362305,76.30905247161026,0.6,0.04,Long,Medium
Prairie Parkland Central Till Plains & Grand Prairies,Prairie Parkland Central Till Plains & Grand Prairies Oak-Pine,"Bur oak, eastern red cedar, eastern white pine, pine, post oak, blackjack oak, red pine, scarlet oak, scotch pine",High,2471.3701171875,66.0800018310547,51.00587507355828,0.6,0.04,Long,Low
Prairie Parkland Central Till Plains & Grand Prairies,Prairie Parkland Central Till Plains & Grand Prairies Oak-Pine,"Bur oak, eastern red cedar, eastern white pine, pine, post oak, blackjack oak, red pine, scarlet oak, scotch pine",Low,2116.63989257813,65.0100021362305,46.444645020973844,0.6,0.04,Long,Low
Prairie Parkland North Central Plains,Prairie Parkland North Central Plains Lowland Hardwoods,"Black ash, American elm, red maple, black cherry,  cottonwood, willow, elm, ash, sugarberry, hackberry, green ash, sycamore, pecan, American elm, tamarack",All,2716.0400390625,97.0699996948242,67.95234485677913,0.6,0.04,Long,Low
Prairie Parkland North Central Plains,Prairie Parkland North Central Plains Maple-Beech-Birch,"Aspen, hard maple, basswood, maple, beech, birch, silver maple, American elm, sugar maple, yellow birch",All,3972.6201171875,128.300003051758,93.02246770127283,0.7,0.04,Long,Medium
Prairie Parkland North Central Plains,Prairie Parkland North Central Plains Mixed Upland Hardwoods,"Black walnut, elm, ash, black locust, red maple",All,3005.13989257813,91.4499969482422,64.68956840644171,0.6,0.04,Long,Low
Prairie Parkland North Central Plains,Prairie Parkland North Central Plains Oak-Hickory,"Bur oak, eastern red cedar, eastern white pine, northern red oak, oak, hickory,  red pine, white oak, red oak",All,4084.580078125,101.959999084473,74.87742438516887,0.65,0.04,Long,Medium
Prairie Parkland North Central Plains,Prairie Parkland North Central Plains Oak-Pine,"Oak, pine",All,0,7.67999982833862,4.527936828426936,0.9,0.04,Long,Low
Prairie Parkland Red River Valley,Prairie Parkland Red River Valley Lowland Hardwoods,"Balsam poplar, black ash, American elm, red maple, black cherry, cottonwood, willow, elm, ash, black locust, sugarberry, hackberry, green ash, willow",All,2775.4599609375,83.2600021362305,55.73357402516888,0.65,0.04,Long,Low
Prairie Parkland Red River Valley,Prairie Parkland Red River Valley Maple-Beech-Birch,"Aspen, hard maple, basswood, maple, beech, birch, red maple, sugar maple, yellow birch, white spruce",All,524.58001708984398,76.3199996948242,41.85012055355828,0.6,0.04,Long,Medium
Prairie Parkland Red River Valley,Prairie Parkland Red River Valley Oak-Hickory,"Bur oak, jack pine, oak, hickory, white oak, red oak",All,5703.64013671875,105.639999389648,79.57182892194801,0.75,0.04,Long,Medium
Puget Trough,Puget Trough Mixed Conifer,"Aspen , birch, bigleaf maple, cottonwood, willow, Douglas fir, fir, spruce, mountain hemlock, lodgepole pine, Oregon ash, Oregon white oak, Pacific madrone, Pacific silver fir, paper birch, red alder, Sitka spruce, western hemlock, western oak, western red cedar",High,20260.16015625,128.949996948242,121.08901167745432,0.65,0.04,Long,Medium
Puget Trough,Puget Trough Mixed Conifer,"Aspen , birch, bigleaf maple, cottonwood, willow, Douglas fir, fir, spruce, mountain hemlock, lodgepole pine, Oregon ash, Oregon white oak, Pacific madrone, Pacific silver fir, paper birch, red alder, Sitka spruce, western hemlock, western oak, western red cedar",Low,20245.779296875,136.139999389648,122.78699508254564,0.65,0.04,Long,Medium
SE Middle Mixed Forest Arkansas Valley,SE Middle Mixed Forest Arkansas Valley Cypress & Swamp Hardwood,"Overcup oak , water hickory, red maple, swamp chestnut oak, cherrybark oak, sweetbay, swamp tupelo, red maple, sweetgum, nuttail oak, willow oak",All,5522.18017578125,83.620002746582,72.34710601033743,0.7,0.04,Long,Low
SE Middle Mixed Forest Arkansas Valley,SE Middle Mixed Forest Arkansas Valley Loblolly-Shortleaf,"Loblolly pine, shortleaf pine",All,3451.5,87.5,50.506471551610254,0.85,0.04,Short,Low
SE Middle Mixed Forest Arkansas Valley,SE Middle Mixed Forest Arkansas Valley Oak-Hickory,"Northern red oak, oak, hickory, southern scrub oak, white oak, red oak",All,3660.3701171875,85.4599990844727,70.64912895550631,0.75,0.04,Long,Medium
SE Middle Mixed Forest Arkansas Valley,SE Middle Mixed Forest Arkansas Valley Oak-Pine,"Eastern red cedar, loblolly pine, post oak, blackjack oak,  shortleaf pine, oak",High,3339.94995117188,80.9899978637695,57.564728739324806,0.7,0.04,Short,Low
SE Middle Mixed Forest Arkansas Valley,SE Middle Mixed Forest Arkansas Valley Oak-Pine,"Eastern red cedar, loblolly pine, post oak, blackjack oak,  shortleaf pine, oak",Low,1421.21997070313,70.8600006103516,44.31385327385727,0.7,0.04,Short,Low
SE Middle Mixed Forest Arkansas Valley,SE Middle Mixed Forest Arkansas Valley Riverine Hardwood,"Cottonwood, willow, oak, gum, cypress, river birch, sycamore, silver maple, American elm, sugarberry, hackberry, elm, green ash, pecan",All,1818.72998046875,58.1699981689453,40.65155019580529,0.6,0.04,Long,Very Low
SE Middle Mixed Forest Arkansas Valley,SE Middle Mixed Forest Arkansas Valley Upland Hardwood,"Black locust, black walnut, sassafras, persimmon, sweetgum, yellow poplar",All,2017.76000976563,52.4799995422363,37.25559608614273,0.6,0.04,Long,Very Low
SE Middle Mixed Forest Cumberland Plateau & Valley,SE Middle Mixed Forest Cumberland Plateau & Valley Loblolly-Shortleaf-Oak,"Eastern red cedar, eastern white pine, northern red oak, white ash, loblolly pine, longleaf pine, oak, pine, shortleaf pine, Virginia pine, southern red oak",Low,2627.07006835938,78.5899963378906,47.87627310741556,0.65,0.04,Short,Low
SE Middle Mixed Forest Cumberland Plateau & Valley,SE Middle Mixed Forest Cumberland Plateau & Valley Loblolly-Shortleaf-Oak,"Eastern red cedar, eastern white pine, northern red oak, white ash, loblolly pine, longleaf pine, oak, pine, shortleaf pine, Virginia pine, southern red oak",High,4998.43017578125,98.4899978637695,68.3851658993248,0.65,0.04,Short,Low
